,sample
169476,50.142822265625
169477,55.5751953125
169478,106.033203125
169479,6.95703125
169480,111.22314453125
169481,68.502197265625
169482,68.452392578125
169483,99.986328125
169484,13.624267578125
169485,7.53125
169486,32.054931640625
169487,151.428955078125
169488,200.4619140625
169489,81.58642578125
169490,46.37353515625
169491,15.460205078125
169492,156.922119140625
169493,102.816650390625
169494,13.055908203125
169495,2.034423828125
169496,8.648681640625
169497,51.99853515625
169498,271.243408203125
169499,161.890625
169500,49.92431640625
169501,150.45166015625
169502,8.66845703125
169503,119.270751953125
169504,49.9580078125
169505,93.790283203125
169506,120.16455078125
169507,45.05712890625
169508,134.787353515625
169509,93.073486328125
169510,154.78515625
169511,12.272705078125
169512,64.397705078125
169513,240.18212890625
169514,99.46142578125
169515,69.27001953125
169516,126.151611328125
169517,212.7353515625
169518,26.807861328125
169519,10.267822265625
169520,207.548828125
169521,3.689453125
169522,14.3447265625
169523,3.941650390625
169524,167.399658203125
169525,64.800048828125
169526,86.759033203125
169527,7.11376953125
169528,119.742431640625
169529,89.41650390625
169530,25.521728515625
169531,0.62939453125
169532,55.4580078125
169533,86.0283203125
169534,3.377197265625
169535,44.195556640625
169536,264.572265625
169537,241.366455078125
169538,29.601806640625
169539,8.33251953125
169540,110.394775390625
169541,303.01416015625
169542,353.567626953125
169543,139.67626953125
169544,302.127197265625
169545,226.553955078125
169546,257.266845703125
169547,21.220947265625
169548,36.9189453125
169549,24.81103515625
169550,107.376953125
169551,373.122314453125
169552,44.708251953125
169553,278.41650390625
169554,18.471923828125
169555,56.602783203125
169556,35.587158203125
169557,93.24072265625
169558,187.06298828125
169559,63.814697265625
169560,9.610595703125
169561,68.43994140625
169562,344.1533203125
169563,247.462158203125
169564,83.5908203125
169565,12.836181640625
169566,52.427001953125
169567,5.1845703125
169568,235.5986328125
169569,69.275634765625
169570,76.528564453125
169571,37.19970703125
169572,7.583251953125
169573,174.885009765625
169574,44.944580078125
169575,405.6376953125
169576,28.561767578125
169577,47.0869140625
169578,252.1533203125
169579,65.25390625
169580,14.5361328125
169581,12.6953125
169582,11.4970703125
169583,17.403564453125
169584,20.6298828125
169585,169.571533203125
169586,58.86376953125
169587,40.703125
169588,9.572265625
169589,243.613525390625
169590,99.66259765625
169591,23.502197265625
169592,25.4072265625
169593,25.819580078125
169594,105.78125
169595,63.87353515625
169596,37.18017578125
169597,224.646728515625
169598,94.59765625
169599,128.6728515625
169600,63.803955078125
169601,8.373291015625
169602,406.527587890625
169603,408.552001953125
169604,29.97265625
169605,137.901611328125
169606,47.629150390625
169607,14.082275390625
169608,220.7275390625
169609,65.104736328125
169610,36.363525390625
169611,26.4189453125
169612,71.439697265625
169613,98.980712890625
169614,221.25244140625
169615,98.814453125
169616,110.338134765625
169617,71.3955078125
169618,13.02783203125
169619,106.349853515625
169620,20.028564453125
169621,119.867431640625
169622,45.77978515625
169623,198.62939453125
169624,195.302978515625
169625,1.927978515625
169626,11.614501953125
169627,5.855712890625
169628,48.593017578125
169629,52.10791015625
169630,15.681884765625
169631,359.938720703125
169632,274.0361328125
169633,159.89697265625
169634,456.049072265625
169635,28.327392578125
169636,236.56689453125
169637,220.642822265625
169638,46.947265625
169639,58.167236328125
169640,281.183837890625
169641,386.4111328125
169642,54.317626953125
169643,257.18017578125
169644,67.51416015625
169645,268.5869140625
169646,54.766845703125
169647,12.947509765625
169648,2.81494140625
169649,4.4658203125
169650,162.944580078125
169651,336.404541015625
169652,39.192626953125
169653,201.86376953125
169654,103.216064453125
169655,35.683837890625
169656,64.90478515625
169657,77.247314453125
169658,13.084228515625
169659,114.9501953125
169660,51.6337890625
169661,3.278564453125
169662,44.1376953125
169663,187.4462890625
169664,140.24658203125
169665,93.736572265625
169666,42.09619140625
169667,4.89501953125
169668,252.619384765625
169669,162.5283203125
169670,107.579345703125
169671,9.19580078125
169672,26.142822265625
169673,23.567626953125
169674,7.68408203125
169675,166.032470703125
169676,198.811767578125
169677,49.28955078125
169678,47.833251953125
169679,133.448486328125
169680,15.22509765625
169681,272.92236328125
169682,233.571533203125
169683,43.916259765625
169684,85.928955078125
169685,61.87744140625
169686,9.55712890625
169687,542.858642578125
169688,228.87548828125
169689,220.47119140625
169690,85.3759765625
169691,679.3994140625
169692,124.53564453125
169693,131.80908203125
169694,251.0595703125
169695,54.366455078125
169696,34.869384765625
169697,396.900390625
169698,19.948486328125
169699,99.284423828125
169700,88.451416015625
169701,19.039306640625
169702,198.876953125
169703,26.739501953125
169704,75.314697265625
169705,272.39453125
169706,8.915283203125
169707,394.659423828125
169708,72.5908203125
169709,20.46142578125
169710,73.65478515625
169711,16.136962890625
169712,14.910400390625
169713,227.93798828125
169714,31.76416015625
169715,228.32861328125
169716,310.4697265625
169717,122.045166015625
169718,70.468017578125
169719,6.660400390625
169720,120.65673828125
169721,10.57080078125
169722,110.269775390625
169723,110.7666015625
169724,3.199462890625
169725,30.4501953125
169726,37.07275390625
169727,87.69775390625
169728,1.099853515625
169729,399.41650390625
169730,219.80517578125
169731,162.276611328125
169732,35.995361328125
169733,147.604736328125
169734,102.44140625
169735,226.899658203125
169736,55.557861328125
169737,162.185791015625
169738,4.10400390625
169739,173.3515625
169740,177.882080078125
169741,91.923828125
169742,105.167236328125
169743,69.243408203125
169744,268.365478515625
169745,363.15625
169746,119.581298828125
169747,68.17626953125
169748,28.3369140625
169749,1.93603515625
169750,14.556884765625
169751,9.955322265625
169752,255.73095703125
169753,80.798095703125
169754,126.33642578125
169755,10.50244140625
169756,28.425048828125
169757,75.657470703125
169758,193.852783203125
169759,163.01611328125
169760,31.014892578125
169761,19.99462890625
169762,18.61572265625
169763,87.203369140625
169764,142.955078125
169765,17.8173828125
169766,94.296142578125
169767,209.6845703125
169768,27.12353515625
169769,193.466064453125
169770,90.6806640625
169771,80.18017578125
169772,23.283447265625
169773,230.26220703125
169774,328.570556640625
169775,27.590087890625
169776,7.315673828125
169777,61.259765625
169778,84.14306640625
169779,11.41259765625
169780,0.3876953125
169781,41.767822265625
169782,47.87353515625
169783,126.190673828125
169784,164.898681640625
169785,13.306640625
169786,46.615478515625
169787,68.265625
169788,75.390625
169789,155.81640625
169790,171.494140625
169791,78.222900390625
169792,294.512939453125
169793,118.160400390625
169794,21.7431640625
169795,11.2509765625
169796,58.32861328125
169797,130.436767578125
169798,180.102783203125
169799,26.427001953125
169800,25.450439453125
169801,83.919189453125
169802,192.413330078125
169803,11.77392578125
169804,389.31494140625
169805,59.323486328125
169806,122.4892578125
169807,9.193603515625
169808,141.27783203125
169809,164.87353515625
169810,150.560791015625
169811,177.065673828125
169812,41.66650390625
169813,57.16064453125
169814,790.56640625
169815,156.0283203125
169816,131.353759765625
169817,16.444580078125
169818,0.124267578125
169819,106.466064453125
169820,204.259033203125
169821,124.283447265625
169822,21.45361328125
169823,94.70703125
169824,11.7431640625
169825,164.07861328125
169826,4.02783203125
169827,84.858642578125
169828,82.30712890625
169829,253.14697265625
169830,99.229736328125
169831,88.5751953125
169832,225.84033203125
169833,47.550048828125
169834,25.201416015625
169835,9.150390625
169836,53.28759765625
169837,92.97119140625
169838,21.334228515625
169839,103.54150390625
169840,7.67822265625
169841,42.745361328125
169842,178.65283203125
169843,308.181884765625
169844,237.218017578125
169845,356.910400390625
169846,79.791259765625
169847,185.54541015625
169848,218.62548828125
169849,0.498291015625
169850,94.694580078125
169851,2.301025390625
169852,14.383056640625
169853,70.754150390625
169854,101.4697265625
169855,14.10400390625
169856,35.698486328125
169857,90.981689453125
169858,149.07080078125
169859,0.01220703125
169860,3.88525390625
169861,115.577392578125
169862,256.0703125
169863,46.255126953125
169864,162.74267578125
169865,333.097900390625
169866,72.149658203125
169867,490.28515625
169868,188.33642578125
169869,82.955322265625
169870,219.586181640625
169871,1.33056640625
169872,198.426025390625
169873,105.048095703125
169874,190.0712890625
169875,212.7353515625
169876,44.3564453125
169877,72.947265625
169878,40.133056640625
169879,147.61572265625
169880,461.81494140625
169881,33.531494140625
169882,85.95751953125
169883,102.81689453125
169884,361.294189453125
169885,392.5439453125
169886,33.434814453125
169887,89.44189453125
169888,279.231689453125
169889,145.913330078125
169890,58.876953125
169891,33.574462890625
169892,181.5048828125
169893,135.79541015625
169894,17.2978515625
169895,110.423828125
169896,119.687744140625
169897,164.390869140625
169898,310.5009765625
169899,95.8642578125
169900,258.642578125
169901,324.448486328125
169902,420.76953125
169903,77.548095703125
169904,29.224853515625
169905,54.0712890625
169906,208.40673828125
169907,326.837158203125
169908,295.54931640625
169909,186.452392578125
169910,56.763916015625
169911,84.10791015625
169912,14.8798828125
169913,29.986572265625
169914,308.95947265625
169915,241.16259765625
169916,68.53515625
169917,214.87158203125
169918,13.3720703125
169919,24.642822265625
169920,176.275634765625
169921,47.20947265625
169922,142.702392578125
169923,51.01953125
169924,44.70947265625
169925,83.10986328125
169926,154.30908203125
169927,497.98876953125
169928,159.622314453125
169929,292.89306640625
169930,361.291015625
169931,245.01953125
169932,69.532470703125
169933,258.0009765625
169934,8.305908203125
169935,184.7900390625
169936,131.6650390625
169937,21.835205078125
169938,214.9228515625
169939,299.737548828125
169940,537.984619140625
169941,107.426025390625
169942,117.548828125
169943,222.047119140625
169944,149.73486328125
169945,254.95361328125
169946,6.576416015625
169947,297.5791015625
169948,123.1953125
169949,219.95947265625
169950,289.8447265625
169951,84.14111328125
169952,236.745361328125
169953,81.5400390625
169954,21.636962890625
169955,106.050048828125
169956,87.813720703125
169957,275.06298828125
169958,79.180908203125
169959,86.962890625
169960,89.825439453125
169961,485.218017578125
169962,167.19384765625
169963,187.80517578125
169964,0.601806640625
169965,759.916015625
169966,563.68408203125
169967,298.15087890625
169968,78.785400390625
169969,221.533203125
169970,33.69189453125
169971,238.104736328125
169972,373.83447265625
169973,198.07666015625
169974,194.049072265625
169975,316.005126953125
169976,570.806640625
169977,135.782470703125
169978,94.658447265625
169979,239.69970703125
169980,211.968994140625
169981,133.613525390625
169982,31.510986328125
169983,281.02587890625
169984,3.6689453125
169985,168.09423828125
169986,7.596923828125
169987,142.525634765625
169988,44.7705078125
169989,5.08837890625
169990,11.16455078125
169991,75.16064453125
169992,205.70556640625
169993,214.58251953125
169994,78.2392578125
169995,11.919189453125
169996,9.927001953125
169997,23.526611328125
169998,76.176025390625
169999,10.14892578125
170000,132.361328125
170001,42.01416015625
170002,122.052001953125
170003,256.181640625
170004,108.4765625
170005,17.78125
170006,77.7783203125
170007,43.70361328125
170008,17.2783203125
170009,36.34033203125
170010,269.734619140625
170011,225.830078125
170012,29.57275390625
170013,12.992431640625
170014,68.087158203125
170015,883.685791015625
170016,470.675048828125
170017,177.427001953125
170018,30.11962890625
170019,875.0439453125
170020,30.089111328125
170021,250.263916015625
170022,130.905517578125
170023,44.7236328125
170024,187.741455078125
170025,138.85791015625
170026,185.929931640625
170027,93.562744140625
170028,436.879150390625
170029,163.01416015625
170030,208.3056640625
170031,62.4501953125
170032,33.021728515625
170033,351.47509765625
170034,83.175048828125
170035,111.334228515625
170036,64.68798828125
170037,57.06103515625
170038,26.622314453125
170039,99.75634765625
170040,123.916015625
170041,103.204345703125
170042,44.960205078125
170043,128.555908203125
170044,63.66455078125
170045,81.484619140625
170046,208.933837890625
170047,108.314453125
170048,93.0078125
170049,25.960205078125
170050,8.263916015625
170051,124.532470703125
170052,127.949462890625
170053,115.111572265625
170054,309.171142578125
170055,14.669189453125
170056,531.361572265625
170057,302.275390625
170058,97.626953125
170059,221.5205078125
170060,36.861572265625
170061,112.178955078125
170062,148.8515625
170063,295.626220703125
170064,51.009765625
170065,107.710205078125
170066,78.226806640625
170067,82.3720703125
170068,219.05517578125
170069,281.036376953125
170070,53.35205078125
170071,14.049072265625
170072,70.126220703125
170073,78.2666015625
170074,22.82470703125
170075,27.696533203125
170076,95.55078125
170077,144.538330078125
170078,47.432861328125
170079,78.330078125
170080,63.814697265625
170081,150.899658203125
170082,110.936767578125
170083,67.180908203125
170084,93.140869140625
170085,85.62744140625
170086,61.29150390625
170087,162.533447265625
170088,73.603515625
170089,197.441650390625
170090,195.0166015625
170091,102.921142578125
170092,227.8369140625
170093,123.28955078125
170094,27.653564453125
170095,90.44580078125
170096,71.008056640625
170097,237.24267578125
170098,60.0390625
170099,389.683837890625
170100,102.7978515625
170101,234.788330078125
170102,116.49853515625
170103,2.048828125
170104,10.74072265625
170105,18.228759765625
170106,35.8017578125
170107,5.934814453125
170108,187.37353515625
170109,34.74072265625
170110,83.420166015625
170111,40.440673828125
170112,22.752197265625
170113,93.834228515625
170114,24.7431640625
170115,94.26611328125
170116,227.93798828125
170117,112.037353515625
170118,49.19189453125
170119,182.3681640625
170120,304.161376953125
170121,357.794189453125
170122,0.42236328125
170123,22.4111328125
170124,225.265869140625
170125,154.97119140625
170126,28.322265625
170127,0.474853515625
170128,19.995361328125
170129,91.851806640625
170130,9.9228515625
170131,408.1953125
170132,520.427001953125
170133,39.70556640625
170134,10.48095703125
170135,40.292236328125
170136,38.145751953125
170137,8.46728515625
170138,8.095703125
170139,10.009765625
170140,6.283203125
170141,5.17578125
170142,25.834228515625
170143,35.452392578125
170144,321.358642578125
170145,119.0703125
170146,122.803955078125
170147,139.783447265625
170148,762.9541015625
170149,524.825439453125
170150,71.204345703125
170151,43.7353515625
170152,138.111572265625
170153,29.708251953125
170154,127.60791015625
170155,88.37353515625
170156,134.270751953125
170157,676.384765625
170158,28.905517578125
170159,16.047119140625
170160,84.580322265625
170161,327.18994140625
170162,170.46923828125
170163,126.753173828125
170164,33.712158203125
170165,165.80078125
170166,117.955322265625
170167,76.2119140625
170168,76.3173828125
170169,6.9189453125
170170,13.7890625
170171,80.623291015625
170172,131.150634765625
170173,37.984619140625
170174,29.141845703125
170175,21.57470703125
170176,17.295166015625
170177,106.75830078125
170178,84.9189453125
170179,81.027587890625
170180,164.159423828125
170181,34.315673828125
170182,41.6064453125
170183,308.4072265625
170184,29.185791015625
170185,16.50390625
170186,72.236328125
170187,41.828125
170188,24.870361328125
170189,272.078369140625
170190,156.041259765625
170191,7.261962890625
170192,81.534423828125
170193,237.468994140625
170194,295.09765625
170195,135.887939453125
170196,47.8369140625
170197,29.931640625
170198,65.279541015625
170199,325.8291015625
170200,23.01025390625
170201,183.9033203125
170202,145.34033203125
170203,78.414306640625
170204,101.84228515625
170205,132.736572265625
170206,4.791259765625
170207,115.20703125
170208,18.147705078125
170209,91.0595703125
170210,123.143798828125
170211,37.439697265625
170212,197.149658203125
170213,103.524658203125
170214,108.7890625
170215,109.4853515625
170216,56.402587890625
170217,178.977783203125
170218,130.409423828125
170219,104.345703125
170220,14.302978515625
170221,23.428955078125
170222,148.939453125
170223,22.930908203125
170224,32.4931640625
170225,111.96728515625
170226,15.009033203125
170227,223.19775390625
170228,53.71337890625
170229,37.603759765625
170230,96.80517578125
170231,34.747314453125
170232,10.633056640625
170233,246.199462890625
170234,171.44384765625
170235,57.48291015625
170236,14.2822265625
170237,130.132080078125
170238,60.30517578125
170239,109.8798828125
170240,273.97705078125
170241,40.736328125
170242,28.004150390625
170243,472.221923828125
170244,100.32470703125
170245,241.00830078125
170246,215.702392578125
170247,41.89697265625
170248,68.7939453125
170249,162.898681640625
170250,17.305908203125
170251,145.67822265625
170252,11.171142578125
170253,4.000244140625
170254,14.6611328125
170255,5.745361328125
170256,180.548095703125
170257,57.571533203125
170258,90.712158203125
170259,33.5322265625
170260,25.333251953125
170261,22.73095703125
170262,105.7578125
170263,110.11572265625
170264,369.955322265625
170265,135.7509765625
170266,7.304931640625
170267,235.14306640625
170268,45.893798828125
170269,10.626220703125
170270,247.2119140625
170271,249.14697265625
170272,112.251953125
170273,354.777587890625
170274,84.41259765625
170275,45.765625
170276,53.097900390625
170277,9.72314453125
170278,244.539306640625
170279,194.027587890625
170280,73.88916015625
170281,17.172119140625
170282,57.69970703125
170283,32.5791015625
170284,167.72119140625
170285,20.963134765625
170286,280.45361328125
170287,18.625244140625
170288,112.7744140625
170289,38.085205078125
170290,255.896728515625
170291,128.27392578125
170292,154.151611328125
170293,3.05322265625
170294,302.724853515625
170295,79.94140625
170296,354.16064453125
170297,82.1767578125
170298,53.19970703125
170299,24.627197265625
170300,47.115478515625
170301,67.98095703125
170302,56.0791015625
170303,1.169189453125
170304,65.733642578125
170305,10.98828125
170306,112.095947265625
170307,16.738525390625
170308,414.56298828125
170309,319.600830078125
170310,210.201416015625
170311,16.990478515625
170312,201.33642578125
170313,133.341064453125
170314,103.33251953125
170315,80.100830078125
170316,170.75439453125
