dateTime,altitude,pingNum
2021-02-22 15:33:29.188,13046,64208
2021-02-22 15:33:29.188,13046,64208
2021-02-22 15:33:29.188,13046,64208
2021-02-22 15:33:29.188,13046,64208
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13046,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.257,13030,64209
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.326,13030,64210
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.396,13038,64211
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.466,13038,64212
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.535,13038,64213
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13038,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.605,13061,64214
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13061,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.674,13054,64215
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.743,13093,64216
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13093,64217
2021-02-22 15:33:29.814,13101,64217
